taxon_oid	16S rRNA Count 
2515154099	1
2563366515	1
646564585	1
2537562143	1
2615840647	9
2554235206	1
2508501127	2
2554235091	1
2593339130	3
2524614729	2
2513237334	1
2562617106	5
651324008	1
2531839363	5
2513237165	1
648276624	1
2615840643	1
2574180291	1
2565956881	2
2511231161	11
2531839354	5
2576861731	1
2541047103	1
640427137	3
2517572206	9
646311951	3
2597489872	1
647000279	1
2537561976	2
2571042037	6
2515154189	2
643348504	3
2582580779	5
2554235254	1
2556921003	13
2554235135	1
2565956704	4
640753027	6
2540341250	3
640427133	4
643348513	13
2597490318	6
2526164580	1
2531839540	2
2534682146	1
2585427945	6
2609460268	4
2529292754	4
2551306268	1
2504557016	3
643886087	3
2551306423	1
2574179855	1
2602042028	1
2531839367	4
2515154105	1
2574179841	7
641736251	9
2551306298	2
2563367145	2
643348565	2
2576861795	2
2509276022	2
2568526509	1
2537562052	2
2548877093	1
2579778547	7
2524023207	2
2516653029	2
2597490031	11
2600255393	1
2574180209	1
2579778815	2
2574179895	1
2565956873	1
2554235267	1
2524614764	3
641228479	3
2545824625	1
2551306027	1
2596583700	3
2526164680	1
2565956970	4
2551306277	1
2511231002	1
2568526494	8
2574180070	1
2585427667	2
2576861377	1
2519103154	6
2563366773	2
651053077	1
2554235314	1
2571042112	5
650716031	5
2507525018	4
2576861760	1
2522572065	5
2511231010	1
644736391	1
2545555813	3
2579779090	1
2574179880	1
2519899749	2
2585427834	1
2512564050	1
2593339170	2
2565956899	2
2548877088	1
2541046998	5
643692005	11
649633006	6
2574180413	1
2554235078	1
2574180360	1
2574179972	1
641228480	3
651324081	1
2521172679	3
2597489897	1
2574180190	1
2565956922	10
644736328	2
2597490120	3
2547132198	2
2582580976	1
2534681734	7
2551306154	1
2558860632	1
2574179981	1
2551306527	6
2590828816	3
2547132167	1
2513237222	4
645058800	1
2579778664	1
2576861103	1
2576861031	1
641380434	3
2518285536	1
2524614584	2
2565956905	9
2563366752	1
2513237159	1
2513237104	1
2547132142	1
2585427641	6
650716019	3
2579778673	5
2551306309	1
2511231120	3
2579778639	1
2513237150	2
2563367080	1
2519899535	3
2534681666	1
2519899768	4
2518645571	6
2609459742	5
2565956951	5
2511231119	10
2516493029	3
2512564039	14
2576861349	1
2574180053	1
2565956681	4
2522572176	3
2548877072	1
2531839506	1
2585427671	1
2529293008	7
2579778583	1
2609460104	2
2615840536	5
2565956966	4
2541046983	2
2547132239	1
2510065087	4
2579778751	1
2556921603	2
2565956917	7
2508501006	1
2523533531	3
2609460306	3
2576861086	1
2568526603	6
2574180212	1
2579778604	4
2585428046	3
643692013	5
2513237215	10
2516653084	2
2588253739	3
2547132039	1
2565956944	1
2609460209	3
2615840609	1
2574180043	1
2574180374	1
2585428139	1
2509276044	2
2548876800	1
2579778970	1
2571042728	1
2609460195	10
2585427530	1
649633014	2
2551306633	4
2579778722	1
2609460070	1
2551306373	1
2563367216	5
2579778774	1
2563367078	1
2524614560	3
2511231019	1
2576861140	1
2522572128	1
2513237148	2
2551306288	1
2576861006	1
2551306084	8
2576861284	1
2568526311	1
2541047102	1
2547132288	5
2609460180	1
2523533558	2
2551306133	3
2515154112	1
2568526347	1
2563366550	1
2537561926	1
644736368	2
2554235269	1
2529293192	2
2551306414	2
2519899785	4
2548877041	1
2568526741	1
2547132049	10
2528311013	2
2579778506	1
2524614552	1
2579778994	5
2565956888	7
2513237094	1
2524614542	1
2576861085	7
647000328	1
2563366512	1
2548876985	1
2565956660	6
2576861098	1
2508501021	1
2547132190	1
2582580882	1
2579778886	1
2609459724	1
2513237183	4
2574180259	1
2576861345	1
2511231113	6
2513237138	1
2524614565	5
2563367152	1
2568526169	8
2522572101	3
2528768012	3
2609460172	1
2585427593	1
2551306099	1
642555111	5
2565956678	4
2519899711	2
2508501125	2
2609459807	2
2579779005	1
2537561718	3
2548876760	11
2571042206	7
2597490182	6
2588253754	2
648028007	11
2616644843	2
2528311045	5
2576861765	1
2596583583	1
2523533619	2
2565956895	9
2554235260	1
2513237161	1
2597490142	4
2509276052	2
2537561721	8
2574179966	1
2510065056	1
2565956890	8
2554235251	1
2585427629	2
2565956910	6
2582580789	5
643886158	1
2547132101	1
2531839574	3
2576861191	1
2574180113	1
2531839177	2
2565956987	1
2537562035	5
2574179832	1
2579778727	1
2537561903	1
644736413	2
2545555814	2
2597489934	1
2523533528	1
2582580911	1
2531839350	9
2523231078	8
2574180079	1
2519103122	1
2609459641	2
2590828855	4
2579778942	5
2541047046	1
2551306320	1
2551306163	1
2534681908	4
2526164546	3
2548876715	6
2558860228	4
2596583559	1
2574180349	1
2576861091	1
2531839677	1
2531839497	3
646206269	1
2609460298	2
2513020051	2
2576861154	1
2562617052	1
2545824687	1
2505313042	1
2548876927	1
2551306004	1
2510065041	1
2565956885	6
640427105	3
2524023229	9
2537562214	4
2547132374	2
2574180172	1
2574180320	1
2522125155	1
2574180342	1
2547132118	1
2537561850	2
2547132287	7
2565956975	5
2537562123	3
2597489963	1
2545824679	1
2534682025	4
2576861488	1
2521172647	2
2602042071	9
2522572104	3
2551306315	2
2609459631	3
2511231020	1
2529293186	1
2517572148	7
2576861124	1
2615840633	2
2565956792	1
2568526618	1
2576861156	1
2574179905	1
2529292578	10
2609459787	4
2551306471	1
2609460330	1
2576861554	1
2545824539	2
2576861046	1
2574180228	1
2531839203	1
641228489	5
2513237372	1
2574179939	1
2517093001	1
2519103184	2
642979333	1
2574180254	1
2521172760	3
2565956590	1
2545555808	1
2505313046	1
2518285535	1
2523533583	3
2558860267	4
2585428057	3
2508501128	1
2531839361	7
2551306420	2
2576861165	1
2585427998	1
643886175	1
2523533511	6
2585428005	3
2574180171	3
2585427615	4
2574180357	1
2563366759	1
2515154134	1
2574180368	1
2554235202	1
648276631	1
2551306022	1
2521172669	1
2541047503	1
2547132171	1
2565956636	3
2519899806	2
2582581298	1
2540341094	9
2582581867	1
2531839357	4
2576861003	1
2576861809	1
2505679082	4
2554235256	1
2554235061	8
2524023249	1
648276702	1
2516653063	1
2541047099	2
2597489952	1
2585428062	1
2519899736	1
2537562008	4
2565956796	1
2576861044	1
2565956780	1
2565956934	7
2554235047	1
2546825533	1
2615840640	1
2574179764	1
2582581866	1
2595698237	2
2574179744	7
2511231200	6
2574180159	1
2537561557	6
650716061	2
2563366510	2
648861015	2
2513237276	1
2585427527	1
2582580839	3
2571042860	6
2511231207	2
2523533581	1
646564509	7
2551306314	1
2597489981	4
2576861096	1
2554235238	1
2506783046	9
2582580844	6
2576861118	1
2582580884	1
2518645601	1
2513237268	1
2537562135	1
2576861425	3
2576861161	1
2523231025	2
2511231014	1
2541048009	2
2565956651	7
2541046980	1
2556921622	1
2596583581	3
650716010	1
2561511210	1
2574179954	1
2513237096	1
2529292751	4
2600255250	1
2568526306	10
2585427675	1
2551306345	2
2593339144	6
2513237083	1
2574179918	1
2574180073	1
2551306396	32
2519103149	4
2510065058	2
2524614768	1
2516493024	3
2526164530	1
2540341131	3
2551306381	2
2571042598	5
2565956682	2
2582581296	2
2511231183	4
2523231023	2
2537561848	6
2554235062	3
641522638	6
2551306498	2
2615840601	3
2524614581	1
2576861018	1
2597490201	1
643348568	4
2554235057	1
2609460257	1
2585428026	1
2574179848	1
2565956795	1
2609460206	1
2576861143	1
2517487022	3
647533191	1
2548877020	7
646311950	2
2579778653	1
2571042597	1
2524023059	1
2585427632	3
2519899792	1
2565956900	4
2579778719	4
648276698	1
2524023227	2
2574180338	1
2521172615	1
2565956963	5
646564515	7
2579779031	6
2574180121	1
2537561555	6
2596583622	2
2609460303	7
2562617135	1
2513237089	1
2545824760	1
2600255064	2
2565956549	2
2534682018	4
2524614513	1
2519103075	1
2524614649	1
2563367217	4
2554235309	1
2582580873	1
640427122	2
2526164622	1
640753030	2
2551306384	3
2597489944	5
2582580973	1
2574180027	1
2574179897	1
2609459762	4
2508501054	1
2597490034	4
2551306002	1
640427129	1
2524614737	3
2551306485	11
2508501074	5
2537561839	1
2551306306	1
2554235295	1
2585427682	1
2519899643	3
2529292748	3
2551306017	1
2523533548	2
2576861053	1
2576861145	1
2513237114	3
2523231083	1
2597489887	6
640753059	2
2551306391	1
650716076	6
2548877151	5
639633002	3
2547132045	1
2519103159	1
2576861389	1
2537562000	4
2524023210	1
2563366739	1
2565956947	3
2518645598	1
2565956869	8
2516143114	1
2609460316	8
2571042232	2
648276707	10
2534681696	3
2545555861	2
2506520000	2
2600255390	1
2551306012	1
2576861081	1
2524023086	8
2228664039	1
2579779141	1
2565956684	6
2576861219	1
2524023199	3
2508501114	1
2551306013	1
2609460141	2
2599185119	4
2511231031	2
2554235083	4
2537561632	1
2524614759	4
639633055	3
2526164683	1
643886201	1
2574180021	1
2524614761	1
2519899837	1
2551306418	17
2531839349	6
2529292503	3
2545555856	1
2551306169	1
2609460216	1
2531839577	2
2574180265	1
2529293009	3
2574180058	1
2574179846	1
2609460301	3
2556921005	4
2576861323	1
2579778925	1
2565956670	4
2574179804	1
2551306151	1
2565956877	2
2574179888	1
2526164783	5
2579778513	1
2518645508	2
2554235069	3
650377905	4
2228664007	1
2588253730	2
2551306020	1
2576861209	1
2540341032	1
2574180150	1
2568526458	4
649633089	4
2593339266	2
2524614595	5
2554235346	6
2511231079	9
2597489953	2
651053063	3
646564591	3
2513237164	1
2516653047	3
643886166	1
2524614879	7
2524614660	2
2597490123	4
2513237259	1
2582581279	3
2597489983	2
2548877094	1
2537561724	10
651053060	4
643348541	3
2548877019	4
2565956924	5
2568526443	3
2512875016	2
2521172642	1
2579779131	1
2513237326	1
2593339239	1
2515154154	1
2593339129	2
2554235052	6
2568526042	1
2517572208	2
2515154122	1
2554235075	12
2571042565	1
2574180363	1
2554235275	1
2576861228	1
641736158	9
2537561902	2
2609460223	3
2565957134	13
2521172695	2
2554235235	1
2506783057	3
643348563	5
2585427556	2
2574179826	1
2563367076	1
2574180066	1
2600255094	1
2574180253	1
2519899833	7
2582581315	2
2513237123	1
2585427618	4
2554235013	4
2554235264	1
2574179874	1
2582581016	1
2511231108	3
2507262015	3
639633005	6
2582580852	5
2596583681	2
2511231180	7
2524614545	1
2513237093	1
639633015	5
643886094	1
646311908	7
2551306183	1
646311929	8
2597490195	8
2599185145	1
2576861195	1
2554235247	1
2516653037	9
2531839536	1
2563366514	15
2505313048	1
651324015	1
2565956942	3
643348503	6
2615840595	1
2516653076	1
2506783022	1
2574179798	1
2547132176	1
2574180128	1
643348523	6
2537561587	1
2582580785	4
2524023226	3
645058779	11
2574180166	1
2529292577	1
642555124	2
2585428185	1
2522572097	1
2509276021	3
2585427720	2
649633032	4
2576861353	1
2522572150	7
2541047116	3
2551306467	2
2600255067	1
2562617092	1
2522125132	2
2541047482	1
2574180310	2
649633093	3
2597490112	2
2506783053	2
2561511190	6
2565956949	7
2585427858	5
2554235241	1
2519103165	4
2529292555	1
2517572143	1
2563367048	4
2529292742	1
648276700	1
2526164562	1
2551306506	11
2518645591	1
2510065053	2
2523533615	1
651053055	1
2600255072	1
2599185107	1
2574180230	1
2523231067	4
2554235066	12
2513237111	2
2547132289	5
2585427651	3
2551306317	1
2526164654	1
2582580902	1
2521172653	1
2574180013	3
2565956964	6
2571042748	4
2554235209	1
2506783048	2
2513237144	1
2505313040	1
2540341127	1
2565956939	8
2579778860	2
2574179860	1
2609459644	2
2519899511	1
2576861232	1
2576861058	1
2526164625	1
2548877085	1
2529293183	3
2547132308	2
2568526280	1
640069313	2
2597490376	2
2551306352	1
2548876809	2
2510065076	3
2529293012	6
2541046984	4
2597490133	5
2565957092	5
2526164586	1
2545824543	1
2574180383	1
2505313061	1
2574180030	1
2519899543	9
2574180210	1
2519103074	4
645058864	1
2531839264	1
640427104	2
2518645543	2
2579778556	1
2561511168	4
2597490176	6
640963026	1
2519103129	4
2596583571	2
2517572190	1
2524023215	7
2585427943	6
2517434009	2
2565956690	6
2574180110	1
2503508000	3
2548877036	1
2518285564	5
2541047597	1
2558309000	1
2504643007	1
2576861394	1
2574179818	1
2556921649	2
2585428183	1
640069304	4
642555133	3
2563366756	3
2585427638	3
2565956903	5
2616644941	1
643886123	1
2568526116	1
2579778693	4
2554235088	10
2511231003	4
2501846311	1
2609460307	2
2562617134	1
649633079	14
2551306003	1
2563366549	1
2609459602	5
2585427609	1
2548876983	2
648276697	1
645058772	12
2585428115	2
643692033	5
2579779010	1
2516493018	2
2517572166	2
2585428125	1
2593339198	7
2574180267	1
2561511096	1
2556921043	3
2585427595	2
2513237264	1
649633086	6
2541047028	4
650716032	5
2551306358	4
2565956967	8
2524023181	1
2609459737	2
2582580880	1
2565956918	7
640753007	7
2516493006	7
2571042775	1
2597489936	1
2565956889	4
2579778891	1
2517093040	2
2534681779	5
2565956978	9
2554235279	1
2574180156	1
2513237139	1
2513237284	1
2547132261	1
2588253764	2
2571042687	4
2516143110	4
2565956904	4
2600255035	1
2565957081	8
2546825546	5
2551306544	1
2547132238	1
2529293005	5
2565956950	5
2579778828	8
2615840626	1
639633051	2
2523533611	2
2561511202	2
2516653050	1
2609460236	2
2579778997	1
2565956981	6
2519103109	1
2529292750	3
2596583586	8
2565956874	10
2576861221	1
2565956816	1
2609459743	2
2609459869	5
2585427664	5
2537561790	4
2600255078	1
2576861099	1
2523533629	1
2541047009	4
2529293193	2
2508501100	1
2524614567	1
2599185209	2
2526164741	5
2556921015	2
2576861026	1
2541047017	5
2576861281	1
2518645613	3
2551306289	1
2596583589	1
2576861330	1
2597490290	2
2522572102	2
2563367146	3
2537561853	5
2524614564	3
2513237141	1
2554235255	1
2528311098	1
2505313060	1
2529293187	1
2609459740	2
643348512	14
2519103073	1
642555112	6
2576861378	1
2574179875	4
641228481	3
2582581868	3
2576861297	1
2574179838	1
2563367156	2
2609459843	2
2576861374	1
2531839353	3
2574180334	1
2526164579	1
2537562004	6
2534681669	1
2554235430	1
2551306155	1
2597490124	4
2565956864	4
2517572122	2
650716004	3
2561511143	3
2516653077	3
2551306278	1
2534681796	2
2551306016	1
2513237331	4
2582581297	3
2597490099	4
2582580778	2
2576861737	1
2563366720	1
2523533547	2
2531839611	5
2574180040	1
2523533577	3
2529293051	1
2523231029	3
2548876817	1
2579778836	7
2524614609	5
2615840685	10
2574180422	1
2545824693	1
2579778898	1
639633006	5
2565956923	7
2513237179	2
2554235105	1
2579779147	2
643692006	11
2565956957	3
2516143018	3
2537562053	9
2558860975	2
2513237305	1
2509276019	1
2579778746	1
2574180286	1
2537561906	1
647000281	1
2529292992	1
2576861039	3
2582581278	1
2554235090	1
2563366619	4
2523533544	2
2565957131	10
2516653015	1
2609459771	1
2519899633	1
2519899754	1
2558860101	3
2519899686	2
2554235208	1
2574179894	1
643886037	1
2565956791	1
640427136	5
2568526097	4
2556921096	1
2554235175	1
2597489911	7
2547132139	3
2519103087	1
2574180017	1
2521172632	2
2558860232	4
2574180393	1
2509276033	3
2565956694	6
2551306267	1
2517572175	7
2534682019	6
2519103078	7
2574180173	1
2561511112	3
2547132166	2
2565956935	3
2600255063	1
2512875026	3
2517572146	2
2548876928	1
2615840602	1
2529292583	1
2599185245	3
642555152	3
2579779000	1
2574180016	1
2576861487	1
2576861380	1
2524023144	1
2510065046	2
2548877089	1
640427108	2
2561511187	3
2545555862	4
2519899635	8
2603880214	14
2534681911	1
2503982034	1
2565956870	9
2515154150	1
2517572147	1
2579779142	3
2545824538	3
2551306134	3
2568526046	1
2562617103	3
2565957075	1
2511231081	14
2547132125	6
2510065019	3
2537562207	5
2576861070	1
2554235305	1
643886021	4
2554235050	1
2551306152	1
2524614770	3
2609460011	7
2574180039	1
2511231179	3
2609460192	1
2519103125	4
2519899553	1
2513237193	12
2554235261	1
2579779029	1
2551306124	1
2582581012	1
2568526411	2
651053001	7
645058758	1
2531839360	4
2574180376	1
2519103084	1
2505313045	1
2582581305	3
2526164591	1
2554235046	3
2522125157	5
2534681955	5
2512564041	1
2524614664	2
2551306518	19
2522125150	9
2551306021	1
2512564056	1
2568526391	1
2524614659	3
643886042	1
2554235257	1
2565956943	3
2513237190	10
2511231172	3
643886020	1
2565956640	8
639633039	1
2565956830	1
2609460214	1
2519899743	1
2588254278	8
2579778712	1
2576861267	1
2579778844	5
2576861758	1
2519899805	1
2548877032	1
2574179870	12
2551306337	5
648276693	1
2596583560	1
2576861346	1
2582581011	7
2585427594	3
2524023130	1
2582580753	1
2531839366	2
2609460297	2
2568526735	5
2593339238	1
2563367151	2
2510065057	1
2585428058	3
2504643008	2
2524614725	1
2565957133	3
2582581007	1
2526164707	2
2531839204	7
2519899622	1
2554235361	1
2565956679	1
2563367135	1
641522659	2
2579778637	1
2517287028	1
2551306192	1
2513237103	1
640753042	4
2556921621	4
647533115	2
2523231006	3
2541047101	1
2600255076	1
2528311129	1
2597490183	2
642555102	6
2551306096	1
2519103152	4
2574180313	1
640427131	4
2547132100	3
2582580843	4
2574179852	1
2551306521	4
2571042693	1
2524023241	1
2565956911	4
2576861260	1
639633009	2
2537562250	6
2579779081	1
2574180354	1
2547132161	1
2576861198	1
2519899844	1
2511231011	1
2554235289	1
2541047047	1
2554235402	3
2615840615	5
2562617111	1
2537562034	5
2576861259	1
2561511242	4
2600255026	1
2558860968	1
2579778645	1
2519899659	7
641228478	2
2523533501	3
2551306362	1
2545555815	1
2523231063	4
2521172625	1
2597490149	3
2524614578	2
2582580788	8
2524614876	2
2545824726	1
2565956820	1
2510917030	1
2602041566	1
2546826724	6
2576861806	11
2574180234	1
2574180102	1
2505313041	1
2508501122	1
2582581026	6
2516653031	1
2574180399	1
2596583545	9
2515154097	2
2537561729	5
2568526045	1
2547132141	1
2565956913	10
2590828856	6
643886071	1
